job_url,job_name,job_company,job_technologies_stack,job_description,job_other_info
https://www.tecnoempleo.com/data-engineer-h-m-michael-page/etl-bi/rf-c5f41675f270e36c8446,Data Engineer (h/m),Michael Page,"['ETL', 'BI', 'SQL']","Perfil buscado (Hombre/Mujer)

Responsabilidades principales

• Diseñar y construir pipelines de extracción de datos desde Microsoft Dynamics (AX legacy) utilizando ...",09/05/2026100% remotoBig Data39.000€ - 54.000€ b/a
https://www.tecnoempleo.com/desarrollador-c-social-you/c-mq/rf-d38a139212c803559148,Desarrollador C++,Social You,"['c++', 'MQ', 'rest api']","Company in the aeronautical sector based in the center of Barcelona, ​​is looking for a C++ Senior

Bachelor’s degree in computer science, software engineering, or ...",09/05/2026Barcelona (Híbrido)Desarrollador Web39.000€ - 48.000€ b/a
https://www.tecnoempleo.com/senior-threat-hunter-ust/threat-intelligence-penetration-testing/rf-7580196452eb03f76748,Senior Threat Hunter,UST,"['threat intelligence', 'penetration testing', 'Python']","We are still looking for the very Top Talent…and we would be delighted if you were to join our team!

CyberProof is a cyber security services and platform company whose ...",09/05/2026100% remotoCiberseguridad
https://www.tecnoempleo.com/engineer-ia-ingl-s-b2-cas-training/llms-ai/rf-098417c6b214f3945f48,Engineer IA - INGLÉS B2,CAS TRAINING,"['LLMs', 'AI', 'Claude']","AI Engineers. English B2 at least. 

• Responsible for implementing the AI backbone supporting delivery. 

• Configure, train, and orchestrate AI models/agents on the ...",09/05/2026Barcelona (Híbrido)Inteligencia Artificial/Machine Learning36.000€ - 39.000€ b/a
https://www.tecnoempleo.com/dba-oracle-senior-digital-talent-agency/data-guard-sql/rf-ce5f1e8bf2d933e6b445,DBA Oracle Senior,Digital Talent Agency,"['oracle', 'Data Guard', 'SQL']","Oferta Laboral: DBA Oracle Senior

Modalidad: Presencial 100%
Ubicación: Barcelona (zona El Prat de Llobregat)
Horario: 08:00–17:00 o 09:00–18:00
Nivel de inglés ...",09/05/2026Barcelona (Presencial)Base de Datos/DBA
https://www.tecnoempleo.com/administrador-sistemas-linux-serem/red-hat-aix/rf-e3b813456251935b8348,Administrador/a Sistemas Linux,Serem,"['Linux', 'Red Hat', 'AIX']","En serem estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector.

Actualmente, nos encontramos en la búsqueda de un/a ...",09/05/2026Madrid (Híbrido) y otrasAdministrador
https://www.tecnoempleo.com/senior-backend-engineer-python-digital-talent-agen/fastapi-flask/rf-28fe1d90f200e3ff984b,Senior Backend Engineer (Python),Digital Talent Agency,"['python', 'fastapi', 'flask']","Descripción
Contratación por parte de Zemsania
Buscamos un/a Senior Backend Engineer especializado/a en Python para liderar el diseño, desarrollo y optimización de ...",09/05/2026Barcelona (Híbrido)Programador
https://www.tecnoempleo.com/analista-pl1-banca-serem/jira-testlink/rf-24ff127f42ef7378394a,Analista PL1 - Banca,Serem,"['PL1', 'jira', 'testlink']","Buscamos incorporar un/a Analista PL1 con sólida experiencia en entorno bancario para integrarse en un equipo técnico consolidado, participando en proyectos de evolución y ...",09/05/2026100% remotoAnalista
https://www.tecnoempleo.com/supervisor-obras-telecomunicaciones-gestelcom-serv/tetra/rf-ab181ff8726473a5a947,Supervisor/a Obras Telecomunicaciones,Gestelcom Servicios,"['Telecomunicaciones', 'TETRA']",Buscamos un perfil técnico con experiencia mínimo de 2 años en Supervisión de obras de Telecomunicaciones en túneles. Se valora conocimientos de TETRA y ...,09/05/2026Madrid (Presencial)Técnico de Gestión21.000€ - 24.000€ b/a
https://www.tecnoempleo.com/supervisor-o-team-leader-indispensable-catalan-sos/ticketing-excel/rf-a57a182972fa83a63146,Supervisor/a o Team Leader / Indispensable catalan,Sosmatic,"['ticketing', 'Excel', 'KPI']","Buscamos un/a Supervisor/a de Teleoperadores de Soporte Técnico, responsable de liderar al equipo, garantizando el cumplimiento de objetivos operativos, la calidad del ...",09/05/2026Barcelona (Híbrido)Jefe de Equipo18.000€ - 24.000€ b/a
https://www.tecnoempleo.com/programador-senior-net-aws-page-personnel/net-c/rf-53c910adf2b9637e9a4f,Programador Senior .NET - AWS,Page Personnel,"['.NET', 'AWS', 'C#']","• Diseñar, desarrollar y mantener aplicaciones en .NET, garantizando altos estándares de calidad y rendimiento.
• Integrar y gestionar servicios en la nube utilizando ...",09/05/2026MadridProgramador48.000€ - 60.000€ b/a
https://www.tecnoempleo.com/programador-plc-page-personnel/automatizacion-electronica/rf-28f61e52c2ac93f9fa44,Programador/a PLC,Page Personnel,"['PLC', 'Automatización', 'Electrónica']","¿Qué responsabilidades tendrás?

• Programación de PLC en proyectos de automatización industrial
• Apoyo en tareas de ingeniería y desarrollo de software
• ...",09/05/2026Valencia (Híbrido)Ingenieros/Industria27.000€ - 33.000€ b/a
https://www.tecnoempleo.com/ingeniero-diseno-producto-mecanico-page-personnel/cad/rf-3a46131c223ef3132647,Ingeniero/a diseño de producto mecánico,Page Personnel,['CAD'],"* Diseñar y desarrollar componentes y sistemas mecánicos conforme a los estándares de calidad establecidos.

* Colaborar con los equipos de fabricación, calidad y ...",09/05/2026SevillaIngenieros/Industria
https://www.tecnoempleo.com/analista-funcional-riesgo-credito-capital-cajamar-/sql-python/rf-a5c11977d2c633e41948,Analista funcional de Riesgo de Crédito y Capital,Cajamar Tecnología,"['SQL', 'python', 'R']","En Cajamar Tecnología, necesitamos incorporar a una persona en la oficina Risk & Financial en Almería, Madrid, Granada,  Valencia, Sevilla.

¿Quiénes somos? 
Cajamar ...",09/05/2026Almería y otrasAnalista
https://www.tecnoempleo.com/analista-hub-digitalizacion-diseno-procesos-cajama/power-bi-sql/rf-1ac31f35e2e8035b1942,Analista Hub Digitalización/Diseño de procesos,Cajamar Tecnología,"['Power BI', 'SQL', 'RPA']","En Cajamar Tecnología, necesitamos incorporar a una persona en la oficina de Automatización en Almería, Madrid, Granada,  Valencia, Sevilla.

¿Quiénes somos?  
Cajamar ...",09/05/2026Almería y otrasAnalista
https://www.tecnoempleo.com/ingeniero-proyectos-software-industrial-digital-ta/c-net-core/rf-b2d3106e92d82365164d,Ingeniero/a de Proyectos Software Industrial,Digital Talent Agency,"['C#', '.NET Core', 'ASP.NET']","Ingeniero/a de Proyectos Software Industrial (Automatización)
Ubicación: España (preferible cercanía a Burgos)

Modalidad: Remoto / Híbrido

Sobre el proyecto
Buscamos un...",09/05/2026Burgos (Híbrido)Ingenieros/Industria
https://www.tecnoempleo.com/gestion-sistemas-aplicaciones-fundacion-eoi-fsp/programacion-bbdd/rf-4f4212b2821bc339e14a,Gestión Sistemas y Aplicaciones,Fundación EOI F.S.P.,"['programacion', 'BBDD', 'API']","Misión:
Gestionar, diseñar, implementar y mantener las TIC, de acuerdo con las prioridades y requerimientos del Área.

Responsabilidades:
- Gestión de proyectos TIC.
- ...",09/05/2026Madrid y otrasArquitecto TIC36.000€ - 42.000€ b/a
https://www.tecnoempleo.com/senior-director-ai-engineering-astrazeneca/mlops-fine-tuning/rf-bd1815a9028e73127843,"Senior Director, AI Engineering",AstraZeneca,"['MLOps', 'fine tuning', 'RAG']","Lead the multi-year engineering strategy for AI across Enabling Functions, aligning architecture, team capability, and delivery sequencing with business priorities and value. ...",09/05/2026BarcelonaInteligencia Artificial/Machine Learning
https://www.tecnoempleo.com/data-engineer-stress-testing-bnp-paribas/sql-python/rf-ad8c1a50520403090f48,Data Engineer - Stress Testing,BNP Paribas,"['SQL', 'Python']","ABOUT THE JOB

The Stress Testing Data Analytics (STDA) team belongs to the Produce Pillar of MS4U department. The MS4U department focuses on several key missions: ...",09/05/2026MadridBig Data
https://www.tecnoempleo.com/java-fullstack-developer-bnp-paribas/spring/rf-552b126ae26623f29045,Java Fullstack Developer,BNP Paribas,"['java', 'spring']","Java Fullstack Developer

About the job

South Europe Technologies (S.ET Iberia) is one of BNP Paribas Personal Finance´s shared services centers, dedicated to delivering...",09/05/2026Madrid (Híbrido)Programador
https://www.tecnoempleo.com/beca-ux-ui-designer-bnp-paribas/ux-ui/rf-fc341a52b2a6b3d7464c,Beca UX/UI Designer,BNP Paribas,['UX/UI'],"GRUPO BNP PARIBAS 

El Grupo BNP Paribas es el principal banco de la Unión Europea y uno de los más importantes a nivel internacional. Contamos con cerca de 185.000 ...",09/05/2026MadridDiseño gráficoContrato prácticas
https://www.tecnoempleo.com/data-analyst-emea-criteo/python-sql/rf-3eb61d1242bc23a2d542,"Data Analyst, EMEA",Criteo,"['Python', 'SQL']","What You´ll Do:

As a Data Analyst in our Analytics, Performance Media, Travel team, you will drive advertising strategies thanks to your oversight of business objectives ...",09/05/2026BarcelonaAnalista
https://www.tecnoempleo.com/frontend-react-senior-knowmad-mood/node-html/rf-98191fa2b2c23384bc44,Frontend React Senior,knowmad mood,"['react', 'node', 'HTML']","Únete a nuestro equipo como Frontend React Seniory forma parte de un entorno tecnológico, innovador, colaborativo y en constante evolución.

¿Qué valoramos?

 ...",09/05/2026Madrid (Híbrido)Programador
https://www.tecnoempleo.com/desarrollador-fullstack-con-frances-sopra-steria/java-spring/rf-ff5b170092db3376c143,Desarrollador/a Fullstack con Francés,Sopra Steria,"['java', 'spring', 'angular']","Descripción de la empresa

Porque trabajar en Sopra Steria, también es sentir Sopra Steria.

Somos un reconocido líder europeo en consultoría, servicios digitales y ...",09/05/2026ValenciaProgramador
https://www.tecnoempleo.com/desarrollador-java-angular-con-frances-sopra-steri/spring/rf-03011196626b7352cd40,Desarrollador/a Java/Angular con Francés,Sopra Steria,"['java', 'spring', 'angular']","Descripción de la empresa

Porque trabajar en Sopra Steria, también es sentir Sopra Steria.

Somos un reconocido líder europeo en consultoría, servicios digitales y ...",09/05/2026BarcelonaProgramador
https://www.tecnoempleo.com/data-architect-sopra-steria/python-spark/rf-db5e18c182c9831c2743,Data Architect,Sopra Steria,"['python', 'spark', 'SQL']","Descripción de la empresa

Porque trabajar en Sopra Steria, también es sentir Sopra Steria.

Somos un reconocido líder europeo en consultoría, servicios digitales y ...",09/05/2026MadridArquitecto TIC
https://www.tecnoempleo.com/desarrollador-java-scrum-master-sopra-steria/spring/rf-53c71ccc224483686241,Desarrollador/a Java + Scrum Master,Sopra Steria,"['java', 'spring']","Descripción de la empresa

Porque trabajar en Sopra Steria, también es sentir Sopra Steria.

Somos un reconocido líder europeo en consultoría, servicios digitales y ...",09/05/2026MadridProgramador
https://www.tecnoempleo.com/fullstack-senior-developer-java-react-sopra-steria/spring/rf-85471fb4928ab3e89a4a,FullStack senior developer (Java/React),Sopra Steria,"['Java', 'React', 'spring']","Descripción de la empresa

Porque trabajar en Sopra Steria, también es sentir Sopra Steria.

Somos un reconocido líder europeo en consultoría, servicios digitales y ...",09/05/2026MadridProgramador
https://www.tecnoempleo.com/senior-data-engineer-aws-gfr-technologies-se/spark-scala/rf-1a5c1491a27c8348014c,Senior Data Engineer (AWS),GFR Technologies SE,"['AWS', 'Spark', 'Scala']","GFT es una compañía pionera en transformación digital. Diseñamos soluciones de negocio centradas en la inteligencia artificial (AI-Centric), modernizamos infraestructuras ...",09/05/2026Alicante (Híbrido)Big Data
https://www.tecnoempleo.com/data-engineering-manager-ring-agent-platforms-amaz/hadoop-hive/rf-475c1da6925153264e46,"Data Engineering Manager, Ring Agent Platforms",Amazon,"['Hadoop', 'Hive', 'Spark']","We are looking for a Manager of Data Engineering to lead a team of data engineers building and operating the data pipelines, models, and platform infrastructure that power ...",09/05/2026MadridBig Data
https://www.tecnoempleo.com/data-engineer-ring-agent-platforms-amazon/python-java/rf-09971aaa6264e307f64e,"Data Engineer, Ring Agent Platforms",Amazon,"['Python', 'Java', 'Scala']","We are looking for a Data Engineer to design, build, and operate the data pipelines, models, and platform infrastructure that power Ring´s analytics, science, and AI ...",09/05/2026MadridBig Data
https://www.tecnoempleo.com/software-development-engineer-rbks-dso-eu-amazon/microservices-testing/rf-a9b41873e27613c0ff49,"Software Development Engineer, RBKS DSO EU",Amazon,"['microservices', 'testing', 'generative AI']","Ring is looking for a Software Development Engineer who will help us create the next generation of apps, and services. In this role, you will work as a part of the Ring ...",09/05/2026MadridProgramador
https://www.tecnoempleo.com/ai-analytics-service-owner-temp-agency-airbus/product-management-service-o/rf-2b63105f72eb2339824d,AI & Analytics Service Owner (Temp Agency),Airbus,"['Product Management', 'Service Owner']","Job Description:

A vacancy for a IT Product/Service Manager has arisen within Airbus Defence & Space in Getafe (Madrid).

The selected candidate will join the IT Product/...",09/05/2026MadridConsultor
https://www.tecnoempleo.com/beca-tratamiento-datos-electronica-espacial-airbus/industrial-electronica/rf-779c134252e2d3499145,Beca - Tratamiento Datos Electrónica Espacial,Airbus,"['Industrial', 'Electrónica']","Soporte para completar las bases de datos de documentación y atributos necesarios de componentes electrónicos para aplicaciones espaciales de forma automatizada y/o manual, ...",09/05/2026MadridElectrónicaContrato prácticas
https://www.tecnoempleo.com/test-engineer-flight-physics-airbus/python-matlab/rf-c2b01f61c2081372684a,Test Engineer - Flight Physics,Airbus,"['Python', 'Matlab']","Job Description:

A vacancy for a Test Engineer has arisen within Airbus Defense & Space in Getafe (Spain). The successful applicant will join the Integration Test & ...",09/05/2026MadridTester/QA
https://www.tecnoempleo.com/aerial-delivery-software-engineer-airbus/c-c/rf-811510e812aaf3cc174e,Aerial Delivery Software Engineer,Airbus,"['C', 'C++', 'RTOS']","Job Description:

A vacancy for an Onboard Safety-Critical Software Engineer in Aerial Delivery department has arisen within Airbus Defence & Space in Getafe.

The ...",09/05/2026MadridElectrónica
https://www.tecnoempleo.com/discover-ii-2026-2027-genai-engineer-internship-ai/llm/rf-06a61c1172f463da8e42,Discover II 2026-2027 / GenAI Engineer Internship,Airbus,"['LLM', 'GenAI']","Job Description:

Ready to join one of our Graduate Programs in Spain?

AIRBUS offer more than 70 vacancies for our full time graduate program in Spain - #Discover II 2026...",09/05/2026MadridInteligencia Artificial/Machine Learning
https://www.tecnoempleo.com/data-ai-data-solutions-architect-gfr-technologies-/bi-databricks/rf-57e31a3112ce531ec04f,Data & AI Data Solutions Architect,GFR Technologies SE,"['data', 'BI', 'Databricks']","GFT es una compañía pionera en transformación digital. Diseñamos soluciones de negocio centradas en la inteligencia artificial (AI-Centric), modernizamos infraestructuras ...",09/05/2026MadridBig Data
https://www.tecnoempleo.com/sap-mm-sd-consultant-knowmad-mood/hana/rf-f51a10a3527813bb7b4c,SAP MM Y SD Consultant,knowmad mood,"['SAP', 'HANA']","We are knowmad mood! 

 Somos una compañía líder en transformación digital, en constante evolución y a la vanguardia de la tecnología. Nacimos para provocar un cambio ...",09/05/2026Barcelona (Híbrido)Consultor
https://www.tecnoempleo.com/grc-cybersecurity-specialist-iso-27001-aviation-wa/ciberseguridad-iso-2700/rf-bcd31635929e5380d441,GRC Cybersecurity Specialist (ISO 27001)  Aviation,WAMOS AIR,"['ciberseguridad', 'ISO 27001', 'GRC']","We are looking for a GRC Cybersecurity Specialist to join Wamos Air in a highly regulated aviation environment.

The role will focus on the supervision and continuous ...",09/05/2026Madrid (Híbrido)Auditor
https://www.tecnoempleo.com/it-project-manager-pmp-supply-chain-serem/agile/rf-e4181d9bf2fed335ed44,IT Project Manager (PMP) - Supply Chain,Serem,"['PMP', 'Agile']",Buscamos un Project Manager (PMP) con sólida trayectoria en entornos internacionales para liderar proyectos estratégicos de alta complejidad dentro de una organización ...,08/05/2026100% remotoJefe de Proyecto
https://www.tecnoempleo.com/reporting-specialist-sql-tableau-dataiku-ust/oracle/rf-3adc1c22e2a013f28c47,Reporting Specialist (SQL/Tableau/Dataiku),UST,"['SQL', 'oracle', 'Tableau']","We are still looking for the very Top Talent…and we would be delighted if you were to join our team!

More in details, UST is a multinational company based in North ...",08/05/2026MadridBig Data
https://www.tecnoempleo.com/software-devops-engineering-ust/azure-devops-kubernetes/rf-f6e21ed9425073c5d94e,Software/DevOps Engineering,UST,"['azure devops', 'kubernetes', 'ci/cd pipeline']","We are still looking for the very Top Talent…and we would be delighted if you were to join our team!

More in details, UST is a multinational company based in North ...",08/05/2026Madrid (Híbrido)DevOps
https://www.tecnoempleo.com/full-stack-ai-engineer-ust/python-react/rf-d08c19f3121203d21445,Full Stack AI Engineer,UST,"['Python', 'React', 'FastAPI']","We are still looking for the very Top Talent…and we would be delighted if you were to join our team!

More in details, UST is a multinational company based in North ...",08/05/2026Madrid (Híbrido)Programador
https://www.tecnoempleo.com/senior-azure-database-platform-engineer-ust/oracle-azure-sql/rf-2f321d39c21af3d5fc40,Senior Azure Database Platform Engineer,UST,"['Oracle', 'Azure SQL', 'PostgreSQL']","We are still looking for the very Top Talent…and we would be delighted if you were to join our team!

More in details, UST is a multinational company based in North ...",08/05/2026Madrid (Híbrido)Base de Datos/DBA
https://www.tecnoempleo.com/test-automation-platform-engineer-ust/devops-api/rf-fb6411efa292d3fb3f47,Test Automation Platform Engineer,UST,"['DevOps', 'API', 'CI/CD']","We are looking for the very Top Talent…and we would be delighted if you were to join our team!

More in details, UST is a multinational company based in North America, ...",08/05/2026Madrid (Híbrido)DevOps
https://www.tecnoempleo.com/technical-business-analyst-t24-temenos-ust/infobasic-tafj/rf-06cb105952055387894f,Technical Business Analyst (T24/Temenos),UST,"['Temenos', 'T24', 'InfoBasic']","We are looking for the very Top Talent…and we would be delighted if you were to join our team!

More in details, UST is a multinational company based in North America, ...",08/05/2026100% remotoAnalista
https://www.tecnoempleo.com/programador-senior-cobol-cics-db2-pss/mainframe-z-os/rf-cfe3109de2562311d646,Programador/a Senior Cobol/CICS/DB2,PSS,"['Cobol', 'DB2', 'CICS']",¿Te apetece formar parte de una compañía en pleno crecimiento? ¿Y trabajar rodeado del mejor TALENTO en proyectos realmente innovadores? En PSS es posible y nos gustaría ...,08/05/2026Madrid (Híbrido)Analista Programador
https://www.tecnoempleo.com/tecnico-nomina-ss-cegid-meta4-peoplenet-grupo-digi/peoplenet/rf-59b61a5cf260a308324e,Tecnico/a Nomina y SS (CEGID/Meta4 Peoplenet),Grupo Digital,"['peoplenet', 'meta4']","Descripción
Si te motiva trabajar en entornos de alto volumen y complejidad, gestionando procesos clave de nómina y Seguridad Social para grandes compañías, este reto ...",08/05/2026Madrid (Híbrido)Administrativo
https://www.tecnoempleo.com/consultor-java-backend-spring-digital-talent-agenc/html-css/rf-ab0514da3219f37dc04d,Consultor/a Java Backend Spring,Digital Talent Agency,"['spring', 'java', 'html']","Descripción
Zemsania selecciona para incorporación a su equipo, un/a Consultor/a Java Backend con 4 años de experiencia.
¡Únete a nuestro equipo en Zemsania! Somos una ...",08/05/2026Madrid (Híbrido)Programador
https://www.tecnoempleo.com/ingeniero-dynamics-365-customer-service-grupo-ns/dynamics-365-customer-ser/rf-fcbf1891526cb3d9454c,Ingeniero/a Dynamics 365 Customer Service,Grupo NS,"['dynamics 365', 'Customer Service']","En Grupo NS buscamos incorporar un/a Ingeniero/a Dynamics 365 Customer Service con experiencia específica en Customer Service Workspace, para participar en proyectos del ...",08/05/2026100% remotoSoporte Técnico27.000€ - 39.000€ b/a
https://www.tecnoempleo.com/tecnico-impresion-3d-industrial-novanotio/fdm-sla/rf-cfd41d03b2af33a92642,Técnico/a de Impresión 3D Industrial,Novanotio,"['FDM', 'SLA', 'SLS']","¡ÚNETE A NOVANOTIO Y PARTICIPA EN PROYECTOS TECNOLÓGICOS DE ALTO IMPACTO!

¿Te interesa trabajar con fabricación avanzada y tecnologías de impresión 3D en entornos de ...",08/05/2026Madrid (Presencial) y otrasDiseño gráfico24.000€ - 27.000€ b/a
https://www.tecnoempleo.com/data-engineer-baoss/python-pyspark/rf-375c15a822483362af4e,Data Engineer,Baoss,"['Python', 'Pyspark', 'ETL']","Buscamos un/a Data Engineer para incorporarse a un proyecto estratégico dentro de un entorno cloud moderno, con foco en el ecosistema de datos de cliente y evolución de su ...",08/05/2026Barcelona (Híbrido)Big Data39.000€ - 42.000€ b/a
https://www.tecnoempleo.com/business-analyst-sector-seguros-ingles-c1-cas-trai/java-spring-boot/rf-a7e21929122cc3468048,Business Analyst (Sector Seguros) Inglés C1,CAS TRAINING,"['JAVA', 'SPRING BOOT']",En CAS Training buscamos incorporar Business Analyst con al menos 3 años de experiencia en el rol. Es necesario poseer nivel avanzado de inglés (B2+/C1) ya que se trabajar...,08/05/2026100% remotoAnalista36.000€ - 42.000€ b/a
https://www.tecnoempleo.com/gravity-partenon-altair-second-window/gravity/rf-e79b1eddb2e443632841,Gravity (Partenón /Altair),Second Window,"['Gravity', 'Partenon', 'Altair']","¡Te ofrecemos crecer con nosotros en una de nuestras unidades tecnológicas como Especialista en Integración Gravity (Partenon / Altair), en un puesto estable dentro de un ...",08/05/2026100% remotoProgramadorJornada media jornada
https://www.tecnoempleo.com/ingeniero-software-aeroespacial-gmv/java-spring-boot/rf-46b318d46293c3762041,Ingeniero/a de Software Aeroespacial,GMV,"['Java', 'Spring Boot', 'API RESTful']",¿Buscas un sitio innovador y consolidado en el que desarrollarte profesionalmente? GMV somos un grupo tecnológico con amplia experiencia. Estamos ampliando nuestros equipos ...,08/05/2026Madrid (Híbrido)Programador
https://www.tecnoempleo.com/administrador-atlassian-sharepoint-gmv/jira-confluence/rf-3d18141572b8a3ba4c4c,Administrador/a Atlassian/Sharepoint,GMV,"['Atlassian', 'SharePoint', 'JIRA']","Si el único programa que se te resiste es el de la lavadora… ¡Tu sitio está con nosotros! Estamos ampliando nuestros equipos en el sector espacio. Nos gusta ir al grano, ...",08/05/2026Madrid (Híbrido)Administrador
https://www.tecnoempleo.com/analista-programador-obiee-odi-remoto-serem/obiee/rf-d8ef17a022eb43b3c34d,Analista Programador/a OBIEE/ODI (Remoto),Serem,"['OBIEE', 'ODI']","En serem buscamos Analista Programador/a OBIEE/ODI para incorporarse en proyecto cliente 100% Remoto.

¿Cuáles son los requisitos?
Experiencia como Analista Programador/a ...",08/05/2026100% remotoAnalista Programador27.000€ - 27.000€ b/a
https://www.tecnoempleo.com/cybersecurity-consultant-gfr-technologies-se/ciberseguridad-iam/rf-c7311c4642c193b19444,Cybersecurity Consultant,GFR Technologies SE,"['Ciberseguridad', 'IAM', 'NIST']","GFT es una compañía pionera en transformación digital. Diseñamos soluciones de negocio centradas en la inteligencia artificial (AI-Centric), modernizamos infraestructuras ...",08/05/2026Madrid (Híbrido)Ciberseguridad
https://www.tecnoempleo.com/software-dev-engineer-machine-learning-amazon/python-java/rf-11ea12b902cd63d45746,Software Dev Engineer Machine Learning,Amazon,"['Python', 'Java', 'C++']",Do you want to solve real customer problems through innovative technology? Do you enjoy working on scalable services in a collaborative team environment? Do you want to see ...,08/05/2026MadridProgramador
https://www.tecnoempleo.com/it-support-technician-amazon/office-windows/rf-ad2d15f1827433bd5e4f,IT Support Technician,Amazon,"['Office', 'Windows', 'Redes']",Los técnicos informáticos de los equipos de operaciones de Amazon se ocupan de los distintos sistemas informáticos que constituyen una parte fundamental de nuestras ...,08/05/2026ZaragozaSoporte Técnico
https://www.tecnoempleo.com/ingeniero-t-cnico-espacios-renovados-sur/excel-autocad/rf-cdb8149e5212a3181d45,INGENIERO TÉCNICO,Espacios Renovados Sur,"['Excel', 'Autocad']","Buscamos un/a Ingeniero/a Técnico/a con experiencia en gestión de obras y coordinación de proyectos, orientado/a a resultados y con capacidad para trabajar en entornos din...",08/05/2026MálagaJefe de ProyectoContrato obra o servicio
https://www.tecnoempleo.com/blockchain-architect-protocol-lead-ava-one-million/solidity-rust/rf-33b51ea0720083866d44,Blockchain Architect & Protocol Lead,AVA One Million films,"['Solidity', 'Rust', 'EVM']","Misión: Investigar y diseñar una arquitectura de gobernanza descentralizada capaz de gestionar derechos de exhibición en tiempo real mediante Smart Contracts complejos.

...",08/05/2026Sta. Cruz De Tenerife y otrasArquitecto TIC30.000€ - 45.000€ b/a
